names	celltype
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_107	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_107	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_107	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_107	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_107	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_107	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_359	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_359	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_359	3
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_359	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_359	Haemogenic
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_359	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_359	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_359	PGCs
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_359	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_359	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_359	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_359	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_359	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_359	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_359	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_359	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_359	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_359	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_359	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_359	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_359	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_359	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_359	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_359	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_100	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_100	12
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_100	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_100	2
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_100	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_100	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_100	9
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_100	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_100	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_100	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_100	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_100	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_100	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_100	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_100	PGCs
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_100	10
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_100	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_100	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_100	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_100	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_100	10
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_100	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_100	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_100	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_45	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_45	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_45	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_45	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_45	18
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_45	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_45	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_45	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_45	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_45	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_45	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_45	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_45	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_45	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_45	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_45	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_45	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_45	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_45	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_45	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_45	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_45	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_53	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_53	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_53	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_53	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_53	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_53	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_53	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_53	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_53	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_53	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_53	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_53	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_53	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_53	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_53	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_53	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_53	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_53	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_53	12
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_53	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_53	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_253	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_253	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_253	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_253	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_253	10
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_253	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_253	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_253	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_253	12
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_253	Endoderm
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_253	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_253	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_253	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_253	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_253	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_253	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_253	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_253	Endoderm_node
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_253	NeuralTube1
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_253	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_253	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_253	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_253	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_253	2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_222	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_222	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_222	12
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_222	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_222	2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_222	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_222	Haemogenic
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_222	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_222	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_222	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_222	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_222	0
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_222	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_222	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_222	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_222	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_222	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_222	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_222	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_222	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_222	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_222	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_222	Somite_wavefront
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_273	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_273	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_273	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_273	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_273	9
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_273	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_273	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_273	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_273	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_273	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_273	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_273	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_273	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_273	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_273	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_273	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_273	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_273	Endoderm_node
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_273	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_273	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_273	12
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_273	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_273	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_85	9
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_85	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_85	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_85	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_85	Neural_tube_2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_85	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_85	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_85	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_85	12
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_85	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_85	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_85	12
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_85	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_85	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_85	12
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_85	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_85	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_85	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_85	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_85	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_85	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_85	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_85	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_116	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_116	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_116	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_116	Endoderm
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_116	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_116	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_116	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_116	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_116	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_116	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_116	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_116	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_116	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_116	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_116	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_116	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_116	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_116	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_116	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_116	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_116	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_116	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_116	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_116	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_14	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_14	3
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_14	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_14	9
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_14	2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_14	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_14	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_14	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_14	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_14	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_14	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_14	PGCs
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_14	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_14	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_14	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_14	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_14	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_14	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_14	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_14	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_14	Somite_wavefront
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_115	9
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_115	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_115	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_115	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_115	PGCs
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_115	9
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_115	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_115	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_115	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_115	10
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_115	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_115	Endoderm
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_115	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_115	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_115	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_115	12
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_115	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_115	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_115	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_115	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_115	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_115	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_115	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_115	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_376	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_376	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_376	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_376	12
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_376	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_376	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_376	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_376	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_376	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_376	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_376	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_376	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_376	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_376	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_376	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_376	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_376	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_376	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_376	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_376	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_376	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_376	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_376	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_376	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_376	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_30	10
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_30	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_30	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_30	2
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_30	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_30	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_30	Endoderm_node
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_30	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_30	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_30	NeuralTube1
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_30	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_30	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_30	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_30	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_30	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_30	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_30	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_30	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_30	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_30	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_30	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_30	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_30	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_88	Endoderm_node
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_88	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_88	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_88	9
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_88	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_88	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_88	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_88	10
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_88	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_88	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_88	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_88	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_88	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_88	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_88	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_88	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_88	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_88	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_88	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_88	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_88	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_88	PGCs
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_88	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_280	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_280	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_280	2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_280	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_280	2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_280	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_280	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_280	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_280	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_280	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_280	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_280	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_280	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_280	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_280	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_260	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_260	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_260	12
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_260	PGCs
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_260	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_260	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_260	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_260	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_260	12
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_260	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_260	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_260	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_260	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_260	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_260	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_260	Endoderm_node
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_260	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_260	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_260	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_260	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_260	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_260	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_260	NeuralTube1
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_123	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_123	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_123	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_123	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_123	Somite_wavefront
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_123	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_123	0
