	NeuralTube_Somites_n	NeuralTube_Somites_p	NeuralTube_Somites_s
25380	Hibadh	0.27374552940852037	-1.8832264
2548	Cacng2	0.2746827670729427	1.8816512
25379	Fhod3	0.2755331355333329	-1.8802191
2549	Uvrag	0.2755793303981986	1.8800758
25378	Parp16	0.2765814891884385	-1.8784051
25377	Vcan	0.2770769094313256	-1.877546
25376	Plekhm2	0.27817365617268897	-1.8757321
25375	Hoxb3os	0.27903278914770263	-1.8743
2550	Bicdl1	0.2792602676888158	1.8738704
25374	Slc31a2	0.27951806730672274	-1.873393
25373	1700086O06Rik	0.27956473853340175	-1.8732498
25372	Mier3	0.279611419401258	-1.8731066
25371	Slc25a22	0.27992988839569766	-1.8725338
2551	Cdc14a	0.2801579461524471	1.8721042
2552	Pik3c3	0.2805979597211033	1.8713404
2553	Zfp658	0.2808732926811161	1.8707676
25370	Cebpg	0.2808732926811161	-1.8708154
25369	Gm4149	0.2818301884469248	-1.8691924
25368	Glt1d1	0.2828201968367098	-1.8675694
2554	Bcorl1	0.28369085363411367	1.8661374
25367	Angptl2	0.28379912402417146	-1.8658987
25366	Sc5d	0.2839685484699355	-1.8655646
25365	Smim10l2a	0.2843215640119186	-1.864944
25364	Bbc3	0.28522660161742924	-1.8634642
25363	Stag3	0.28527396815383016	-1.8633211
25362	9930014A18Rik	0.2868279327197875	-1.8608388
2555	Gm47887	0.2870912712498493	1.8603615
25361	Ttl	0.28732394372964565	-1.8599318
2556	Zfp30	0.2878656613020461	1.8590249
25360	Wdr70	0.28893475635931154	-1.8573065
2557	Tuba1a	0.2904115000935015	1.8549675
25359	Nup35	0.2909267381642103	-1.8541082
25358	Tmbim1	0.2911475420149455	-1.8536786
25357	Zscan22	0.2911475420149455	-1.8536309
25356	Afg3l2	0.29152455701449065	-1.8529626
2558	Snora17	0.29152455701449065	1.8529148
2559	Wdr33	0.291603895118008	1.852724
25355	Idh3b	0.29196446955109223	-1.8521034
2560	Ormdl3	0.29220026117986697	1.8516737
25353	Commd8	0.29301696907094715	-1.8502895
25354	Uap1	0.29301696907094715	-1.8503371
2561	Amigo1	0.29325343187534003	1.8498598
2562	Ttc7b	0.29443297113875405	1.8479981
2563	Tshz2	0.29462435207652343	1.8476163
2564	Kctd9	0.29462435207652343	1.8475686
2565	Dnajc16	0.29596631210735896	1.8454683
25352	Trabd2b	0.2960465623437419	-1.8452773
2566	Uba3	0.2963798610700138	1.8447045
2567	Sap130	0.29652349751595125	1.844418
2568	Nrbp2	0.29692058534128957	1.8437498
25351	Tyw5	0.2969864282620197	-1.8435589
25350	Tbpl1	0.2969864282620197	-1.8435111
25349	Rbm19	0.2970669012013462	-1.8433203
25348	Eef2kmt	0.29727422451207913	-1.8429383
25347	Cenpl	0.2977991079935645	-1.8420792
25346	Col4a6	0.29816574790081957	-1.8414586
2569	Cep104	0.2995524610564506	1.8393105
25345	Zfp553	0.29979307591665144	-1.8388809
25344	Pi4k2b	0.3000657956474751	-1.8384036
2570	Ptk2	0.3007866677881407	1.8372579
2571	Lonrf2	0.3012844483215936	1.8364464
25343	Map7	0.3021683143238403	-1.8350621
2572	Ulk3	0.30224983772670366	1.8348712
25342	Rbm7	0.30226708956309617	-1.8347757
2573	Lrrcc1	0.3023486397831888	1.8345847
25341	Qars	0.3023659046598627	-1.8344893
25340	Ift88	0.302672642355207	-1.8339642
2574	Paqr8	0.30278646624230576	1.8337256
25339	Slc25a28	0.303415787179172	-1.8327231
2575	Cenpt	0.3038524478151403	1.832007
2576	Cirbp	0.3040485205538353	1.8315775
25338	Psmd10	0.3040485205538353	-1.8315775
2577	Tram1l1	0.3040981511906862	1.8314342
2578	AC138457.1	0.30456791114511733	1.8306705
2579	Ctso	0.3045852693720788	1.8305751
25337	Stat5b	0.30505562135125874	-1.8298113
25336	Ppp1r13l	0.3052349190063231	-1.8294772
2580	Rcor3	0.3053170954837753	1.8292862
2581	Sv2a	0.30595055854798253	1.8282838
2582	Map9	0.30631005972651904	1.8276155
2583	Ppfia4	0.30631005972651904	1.8276155
25335	Sp3os	0.3063924598956275	-1.8274245
25334	Gnptab	0.3064748798341651	-1.8272337
25333	Nsf	0.3064923252230474	-1.8271382
25332	Pgls	0.3067373106593403	-1.8267086
25331	Ttc13	0.3069173848581053	-1.8263744
2584	Kpna6	0.30726029968392166	1.8258016
2585	Lmo2	0.3074080421928557	1.8255152
2586	Prdm13	0.3074255335384538	1.8254197
2587	Fbxl3	0.30767110318570395	1.8249902
2588	Cdkl5	0.3080321959017646	1.8243695
25330	Heatr5a	0.3080321959017646	-1.8243219
2589	Cog6	0.30808234505697635	1.8241786
25329	Scamp3	0.3084438185244857	-1.8235581
25328	Kbtbd11	0.3084438185244857	-1.8235103
25327	Ankrd9	0.30846136898580595	-1.8234149
25326	Sec22a	0.3085769054476763	-1.8231761
25325	Naa10	0.30900423106727487	-1.8224125
25324	Prr11	0.30900423106727487	-1.8224125
25323	Snord104	0.3093816901061665	-1.8217919
25322	Hipk3	0.3109913481341147	-1.8193097
2590	Ube3b	0.3109913481341147	1.8193574
2591	Ric8a	0.3112062597979392	1.8189278
25321	Pkn3	0.3112896898137395	-1.8187369
25320	Syde2	0.3115705917396177	-1.8182595
25319	Ccdc77	0.3118187531800902	-1.81783
2592	Gm49883	0.31332155847771137	1.8155864
2593	Zmym4	0.31347156373812507	1.8153
2594	Stard3	0.31410292357126723	1.8142499
2595	Fbrs	0.31410292357126723	1.8142499
2596	Dcun1d2	0.31465115888686773	1.8133906
2597	Ppip5k1	0.3147352817042938	1.8131996
2598	Mbtps2	0.314819424490814	1.8130087
2599	Ptprf	0.3149367865558434	1.81277
2600	Smad7	0.3153864277292383	1.812054
25318	Ndufb4	0.3157212992378743	-1.8114812
25317	Asnsd1	0.3157212992378743	-1.8114334
25316	Snrnp35	0.31580565019413526	-1.8112426
25315	Rwdd2b	0.3159233011740232	-1.8110039
25314	Trmt5	0.31654067239904893	-1.8100492
2601	Arcn1	0.3171256201156557	1.8091422
2602	Lrp8	0.3171434811923184	1.8090467
2603	Rasa1	0.3173283080407116	1.8087126
25313	1810044D09Rik	0.31741298957170244	-1.8085216
25312	Tmtc3	0.31863536490571376	-1.8067077
25311	Alpl	0.3188879223609898	-1.8062781
2604	Arhgap23	0.31893937741309203	1.8061349
25310	Slc38a4	0.31915856852965657	-1.8057531
25308	Plpp2	0.3195301324921674	-1.8050848
25309	Gatb	0.3195301324921674	-1.8051325
2605	Rasgef1c	0.3202046665706195	1.8039869
2606	Ripor2	0.3202046665706195	1.8039869
2607	Golga7b	0.32059285595217635	1.8033663
25307	Ccar1	0.32108254006946596	-1.8026025
2608	Spg11	0.32167409026761784	1.8016956
2609	Galnt13	0.3217934169219795	1.8014569
2610	Fzr1	0.3227243628083661	1.8000727
25306	Dph2	0.32304719871774007	-1.7995476
25305	Cr1l	0.3246267468694519	-1.7972564
25304	Qrsl1	0.3248149483595746	-1.7969222
2611	Oaz2	0.32486708751049853	1.7967789
25303	Fbxo34	0.32488520380366676	-1.7966834
25302	Prdm5	0.3249214547001484	-1.7965403
25301	Cyren	0.3249214547001484	-1.7964926
25300	Fbxw2	0.32514384255303536	-1.7961106
25299	Cln6	0.32524824754012543	-1.795872
25298	Card19	0.32524824754012543	-1.7958243
2612	Dcp1b	0.32560713756905785	1.7952515
25296	Arfip1	0.3258139652841965	-1.7948219
25297	Tor2a	0.3258139652841965	-1.7948695
2613	Gm49654	0.32668567044271296	1.793533
25295	Rhot1	0.32672208946671905	-1.7933421
2614	Shisal1	0.32672208946671905	1.7933421
25293	Gm42595	0.326929468424638	-1.7929125
25294	Fam83d	0.326929468424638	-1.7929602
2615	Dele1	0.3273924849601076	1.7921964
25292	Agfg2	0.3282674905995788	-1.7909076
2617	Fem1c	0.32845957507007545	1.7904302
25291	Dennd6a	0.32845957507007545	-1.790478
2616	Nfx1	0.32845957507007545	1.7905257
2618	Suox	0.33026653193519867	1.7878525
25290	Ly6e	0.33038829601388225	-1.7876139
25289	Lysmd2	0.33137333422837145	-1.7861818
25288	Gss	0.3321528786897114	-1.7850362
2619	Rbm4b	0.3335589152570323	1.7830313
25287	Rabl3	0.3344818535407644	-1.7816948
25286	Ippk	0.33484871803604344	-1.781122
2620	Zbtb16	0.335669699082075	1.7799287
25285	2310009A05Rik	0.33602110243557304	-1.7793081
25284	Clybl	0.33602110243557304	-1.7793081
2621	Brd9	0.3363892858638705	1.7787353
25283	Tspo	0.3366527508222796	-1.7783056
2622	Mcc	0.33723174907393516	1.7774464
25282	Coa6	0.3373554455554962	-1.7772077
2623	Stradb	0.33779496391819136	1.7765394
2624	Gm14824	0.3383755028924642	1.7756802
25281	Slc35b1	0.33849951831694575	-1.7754415
2625	Slc25a25	0.3387994472134228	1.7749642
25280	Setd3	0.3402983544711879	-1.7728639
25279	Pip4p1	0.34081158135876527	-1.7721001
2626	Nlgn1	0.34199843654525536	1.7704295
2627	Usp35	0.3423717403927338	1.7698566
25278	Cby1	0.3442038618670516	-1.7673267
25277	Ankrd54	0.3444007664002668	-1.7669926
2628	Ttll7	0.3447047695275389	1.7665153
25276	Pomgnt1	0.34586663869210454	-1.7648922
25275	Mrgbp	0.34592114750534936	-1.764749
25274	Gps1	0.3459398892435087	-1.7646536
2629	E2f6	0.3459586373132986	1.7645581
2630	Ric3	0.34608473681194185	1.7643194
25273	Atr	0.34649733627156004	-1.7636988
25272	Ccz1	0.346499073018191	-1.7635556
2631	Atxn1	0.346499073018191	1.7635556
2633	Tbc1d19	0.34693084719739314	1.7628397
2632	Opcml	0.34693084719739314	1.7628874
25271	Gm4737	0.3473801057876695	-1.7621714
2634	Tbce	0.3476502269615135	1.7617418
2635	Cyp4f17	0.3476690563911968	1.7616463
25270	Gatd3a	0.3479393501044052	-1.7612166
25269	Cnnm4	0.34828172185451733	-1.7606915
2636	Sel1l	0.3483365423336002	1.7605484
2637	Smarcal1	0.34835540674833815	1.7604529
25268	Itpripl1	0.3487700821673148	-1.7598324
25267	Ybey	0.3489329874351001	-1.7595459
2638	Asphd2	0.34900679182811833	1.7593073
25266	Golph3	0.34900679182811833	-1.7593073
25265	Fam98a	0.3493139238762053	-1.75883
25264	Fmnl3	0.34949595292751134	-1.7584958
2639	Osbpl6	0.34949595292751134	1.758448
2640	Pogz	0.34991166396395756	1.7578275
25263	Spata5l1	0.3502194094937552	-1.7573502
25262	Ppp4r3a	0.3515766170536862	-1.7554885
2641	Ppp2r5c	0.35175951608419526	1.7551066
25261	Nectin3	0.35175951608419526	-1.7551066
25260	Ikzf5	0.35185099674058135	-1.7549157
25259	1190007I07Rik	0.35187000091606657	-1.7548202
2642	Rragc	0.35308678850994574	1.7531495
25258	Plekhg4	0.35350582490788696	-1.7525289
25257	Hspb11	0.3540709306254056	-1.7517174
25256	Sh3bp5l	0.354162853954829	-1.7515265
2643	Mospd2	0.35447349285433044	1.7510492
2644	Fbxo8	0.35467490618860387	1.750715
2645	Stx6	0.35524145880715585	1.7499036
25255	Plvap	0.35540667192701586	-1.7496171
25254	Bpnt1	0.35666969523767117	-1.7478987
2646	Efnb3	0.35679876211903466	1.74766
2647	Dlg5	0.3574780647321178	1.7467053
25253	AI504432	0.3576073520567039	-1.7464666
25252	Srp14	0.35769995588000963	-1.7462757
2648	Agl	0.35992783835759673	1.7433162
25251	Man2c1	0.36024238932693275	-1.7428389
2649	Tsga10	0.3602985493993471	1.7426956
25250	Polr2k	0.3610570608067329	-1.7416455
2650	Zfp2	0.3619650816400511	1.7404044
25249	Smad4	0.36254074290020616	-1.7395929
25248	Vps26b	0.36267139288310934	-1.7393543
2651	Plod2	0.3628020803241878	1.7391155
2652	Dnajb14	0.3632672353432963	1.7384472
2653	Aph1b	0.3635111153036033	1.7380177
2654	Dot1l	0.3635111153036033	1.7379222
25247	Ncdn	0.3635111153036033	-1.7379222
2655	Hoxd3	0.36461027255469464	1.7364423
2656	Chst11	0.364778779914765	1.736156
25246	Gm10269	0.3650965950350206	-1.7356787
25245	Cdk5rap2	0.3665363159562439	-1.7337693
25244	Ttc7	0.36655572306487655	-1.7336738
25243	Eno3	0.3673245019857374	-1.7326236
25242	Evi5	0.36790677870864685	-1.7318121
25241	Slc35d1	0.36811399707094317	-1.731478
2657	Adgrb3	0.36820858352285135	1.731287
25240	Plaa	0.368378348975782	-1.7310007
25239	Mapkapk3	0.3692253886171867	-1.7298551
25238	Cyp20a1	0.3694331737013061	-1.7295209
2658	Glt8d1	0.3697164207693627	1.7290913
25237	Plgrkt	0.36999983417382526	-1.7286617
25235	Phyh	0.3703784177926666	-1.728041
25236	Efcab2	0.3703784177926666	-1.7280889
2659	Ecpas	0.370851072896913	1.7273728
25234	Smim15	0.3717403658795697	-1.7261795
25233	Actr3	0.37179778647710543	-1.7260362
2660	Immt	0.37193094021038353	1.7257975
25232	Fancm	0.3729740114543871	-1.7244133
2661	Lingo1	0.3733169264569695	1.7238882
25231	Nedd1	0.3733169264569695	-1.7238405
25230	Prdm4	0.3747437877115097	-1.7219788
25229	Wdyhv1	0.37510638846894045	-1.7214537
25227	Sco2	0.3751457107685157	-1.7212628
25228	Dipk2a	0.3751457107685157	-1.7213105
2662	Plekhm1	0.37539416812487003	1.7208809
2663	Cdh11	0.3764447974418954	1.7194966
2664	Pggt1b	0.37661742827509287	1.7192101
25226	Rad9a	0.37816921804023634	-1.7172053
2665	Col20a1	0.37822732186287933	1.7170621
25225	Dnaja3	0.37893821763581204	-1.7161075
25224	Chst1	0.37918859096475865	-1.7157255
2666	Slc35a5	0.37986238970971753	1.7148186
25223	Kif24	0.38007471176315855	-1.7144845
2667	Syt4	0.38040273334508523	1.7140071
25222	Lins1	0.3811940003541629	-1.7129569
2668	Mafb	0.38154259595419215	1.7124319
25221	Srf	0.38154259595419215	-1.7123841
2669	Plcl1	0.38179427999314314	1.7120023
2670	Camk2d	0.38206594830804913	1.711525
25220	Ptpn11	0.38206594830804913	-1.7115726
2672	Nradd	0.3840043757909274	1.708995
2671	Camk2a	0.3840043757909274	1.7090427
25219	Ascc1	0.38402427811544376	-1.7088995
2673	Dennd4c	0.38528828433066103	1.7072766
25218	Hexdc	0.38569766710847925	-1.7067037
2674	Tvp23a	0.38638041427382075	1.7057967
2675	Ubxn6	0.386868792708194	1.7051284
25217	Pole4	0.38735764731465333	-1.7044601
25216	Lgalsl	0.3884343074808636	-1.7030759
25215	Arid4a	0.3888854794289431	-1.7024553
25214	Cript	0.38896473383525887	-1.7022166
2676	Zfp408	0.38896473383525887	1.7022644
2677	Ccdc157	0.3895341458980951	1.7014529
25213	Slc5a6	0.3902614651532161	-1.7004982
2678	Tmem185a	0.39150205029997115	1.698923
25212	Ccn2	0.3928643215376142	-1.6972045
25211	Them6	0.39353744875733465	-1.6962498
2679	Wdr81	0.39353744875733465	1.6962498
25210	Cyba	0.39371593132574983	-1.6959634
25209	Pim3	0.3942907303159325	-1.6951997
25208	Pla2g4c	0.39446946956520185	-1.6949133
2680	Supt6	0.3946086041978957	1.6946746
25207	Rpp38	0.3954624471197258	-1.6935767
25206	Pigl	0.39580059510955723	-1.6930994
25204	Rabl2	0.3961591633206656	-1.6925266
25205	Vti1b	0.3961591633206656	-1.6925743
25203	2700099C18Rik	0.396338540368306	-1.6922401
2681	Ftl1-ps1	0.3965976103041285	1.6918583
2682	Porcn	0.3969965745662159	1.6912854
2683	Scg2	0.3969965745662159	1.6912377
25202	Trp53i13	0.3977745299447584	-1.6902353
2684	E4f1	0.3977751449227051	1.6901398
25201	Fam219b	0.3977751449227051	-1.6900921
2685	Mab21l2	0.39823460350535184	1.6894715
2686	Dnajc18	0.3983347823204904	1.6892806
2687	Prr12	0.39843498269187383	1.6890897
25200	Pomgnt2	0.39941520341415643	-1.6878486
2688	Cpne6	0.4000765077132028	1.6869893
2689	Gpr156	0.4004978803063684	1.6864165
2690	Pcsk2	0.4008794404793765	1.6858914
2691	Arid5b	0.4014220206222953	1.6851754
2692	Trp53bp2	0.40144238732583887	1.6850799
2693	Fgd3	0.40162355942722866	1.6847935
25199	Nras	0.402368183743622	-1.6838388
2694	Ube3c	0.40263023075089593	1.6834569
25198	Glrx2	0.40289240660596043	-1.6830751
25197	Mapkap1	0.40291282303925213	-1.6829796
2695	Nkiras1	0.40442676591876114	1.681118
2696	Btbd10	0.40454852560082044	1.6808792
2697	Pdpk1	0.40454852560082044	1.6808316
25196	B3galnt2	0.4050544192648969	-1.6801633
2698	Mtmr1	0.40584445851279827	1.6791608
2699	Myorg	0.40799767011641347	1.6765355
2700	Pip4k2a	0.40799767011641347	1.6764877
2701	Tdrd7	0.40834428859892885	1.6759626
2702	Mllt3	0.40834428859892885	1.6759149
2703	Vps4a	0.40834428859892885	1.6758672
25195	Spryd4	0.40848703989851254	-1.6756284
25194	Tnfrsf22	0.40875209148404607	-1.6752466
2704	Smarcd2	0.4093844128815898	1.6744351
25193	Atxn1l	0.409813241938069	-1.6738623
25192	Hmg20b	0.41036505023213793	-1.6731462
25191	Aldh18a1	0.41140878641612055	-1.6718575
2705	Pcdh8	0.4121673365496644	1.6709027
25190	Plce1	0.4123521036420411	-1.6706164
25189	Polrmt	0.4124137908843077	-1.6704731
2706	Nipa1	0.41292719685922813	1.6698048
25188	Srd5a1	0.41313289427549704	-1.6694707
2707	Zfand3	0.41313289427549704	1.669423
25187	Ppcs	0.41319467398725995	-1.6692798
2708	Aktip	0.4135031460004766	1.6688502
2709	Slc39a3	0.41377064641536604	1.6684682
2710	Ccdc171	0.41420295731057855	1.6678954
25186	Tbc1d7	0.41438841133452364	-1.6676091
25185	Marveld1	0.41440913944491	-1.6675136
2711	Gfm2	0.4148831745638704	1.666893
25184	Cort	0.4149039212914051	-1.6667975
25183	Prkd1	0.41541964710192925	-1.6661292
25182	Tk2	0.41546118559562256	-1.6659384
2712	Lars2	0.41546118559562256	1.6659861
2713	Trpm7	0.4158535160620031	1.6654133
25181	Gm14586	0.4162874569350723	-1.6648405
25180	Lyplal1	0.41634959217751927	-1.6646973
2714	Agbl5	0.4169908048571769	1.6638857
25179	Capza2	0.41701162731249264	-1.6637903
25178	Gm26901	0.4183793339716409	-1.6620718
25177	E130308A19Rik	0.4183793339716409	-1.6620718
2715	1500011B03Rik	0.41844168438906576	1.6619287
25176	Aida	0.41873245514044644	-1.6614513
2716	Cdhr1	0.41873245514044644	1.661499
25175	Mcur1	0.4188778992276364	-1.6612126
2717	Cdadc1	0.4199795895590441	1.659876
25174	Mfsd2a	0.4205000844816771	-1.6592078
25173	Stag2	0.4206876400124498	-1.6589214
2718	Cntn1	0.4212087990729141	1.6582531
2719	Yipf6	0.4213548720977619	1.6580144
25172	Tada1	0.4213758199983256	-1.6579189
2720	Syap1	0.4216888741475152	1.6574893
2721	Capn6	0.422378108789506	1.65663
2722	A330076H08Rik	0.4236543865203743	1.6551026
25171	Pigs	0.42396871885629833	-1.654673
2723	Cachd1	0.42419935259674396	1.6543388
25170	Zfyve19	0.4245559464843633	-1.6538615
2724	Klhl20	0.4265106773477236	1.6515702
2725	G3bp2	0.4267423403705404	1.651236
2726	Dock11	0.4268476703620596	1.6510451
25169	Kctd5	0.4277121602808979	-1.649995
25168	Snrnp200	0.4279865327299691	-1.6496131
25167	Yjefn3	0.4292335502807828	-1.6481333
2727	Trmt13	0.43078040909267656	1.6463194
25166	Msrb3	0.43192731988930444	-1.6448873
2728	Ago3	0.43192731988930444	1.6448873
25165	Zfp692	0.4331406212238294	-1.6434554
2729	Ythdc2	0.4333323189778609	1.6431689
2730	Slc12a9	0.43348143123441274	1.6429303
25164	Ldlrap1	0.4338865907308021	-1.6424052
25163	Psmd12	0.43414244066028235	-1.6419755
25162	Hnrnph3	0.43414244066028235	-1.6419755
25161	Sash1	0.43527488449644347	-1.640639
25160	Fbxo36	0.43602392169041515	-1.639732
2731	Bnip2	0.43621656144114446	1.6394457
2732	Zfp760	0.43628067648333213	1.6393024
25159	Slc30a1	0.4372027044014946	-1.6382046
25158	Slc35b4	0.4372452743967784	-1.6380613
25157	Abr	0.4372452743967784	-1.6380136
2733	Prex1	0.43769603557472214	1.6374408
25156	Ccnyl1	0.43823314847751504	-1.6367725
2734	Pabpn1	0.43993419451164606	1.6348153
2735	Entpd7	0.4404302329261463	1.6341949
2736	Satb1	0.4414022119208815	1.6330492
25155	Dsel	0.4422025846584404	-1.6320945
2737	2900011O08Rik	0.4424838783202267	1.6317127
2738	Pafah2	0.4435895591449311	1.6304238
2739	Celf6	0.4436109643324293	1.6303283
2740	Rnf13	0.4439363616848132	1.6298987
25154	Cyb5r1	0.4442184762249875	-1.6295168
2741	Brd8	0.44471816379613605	1.6288962
25153	Pnpla2	0.4448266066215564	-1.6287054
25152	Gnpnat1	0.44615469672830244	-1.6271778
25151	Smoc1	0.44639423612930335	-1.6268437
25150	Mcrip2	0.4464157132302025	-1.6267482
2742	Erbin	0.4479223526532935	1.6250298
2743	Ccdc97	0.4491260467188617	1.6236454
25149	Rad51c	0.44919139921041873	-1.6235023
25148	Slc4a4	0.4493006028813153	-1.6233113
2744	Bahd1	0.4493659817591279	1.6231681
25147	Mcu	0.44987003211862564	-1.6225476
2745	Bhlhe40	0.450111045190823	1.6222135
25145	Gng12	0.4507251785696037	-1.6214019
25146	Cebpb	0.4507251785696037	-1.6214497
2746	Ccdc92b	0.45079070752778067	1.6212587
2747	Arhgap12	0.45164794753876497	1.6202563
25144	5730455P16Rik	0.4517575858487642	-1.6200653
25143	Chmp2a	0.45257213399093227	-1.6191107
25142	Slc25a38	0.45281421601529576	-1.6187766
25141	Etfb	0.4530122780606805	-1.6184901
2748	Prdm9	0.4538727084747985	1.6174877
25140	Gm46519	0.45460167242392396	-1.6166285
25139	Rpusd3	0.4550215882572909	-1.6161034
2749	Map3k3	0.455220355472227	1.615817
2750	Fnip2	0.45524204205977264	1.6157215
2751	Vbp1	0.4558396617929013	1.6150055
25138	Bambi	0.4575689103641237	-1.6130484
2753	D430042O09Rik	0.4575689103641237	1.6128575
25137	Jak1	0.4575689103641237	-1.6128575
2752	Selenon	0.4575689103641237	1.612953
2754	Eif4a2	0.4576795684010846	1.6126665
2755	Phf3	0.4579236631444473	1.6123323
25136	Mtif2	0.45905841989080753	-1.6110436
25135	Gm9843	0.45934763745477963	-1.6106616
25134	Dus2	0.4597708179109074	-1.6101366
25133	Sgsh	0.46059624012991446	-1.6091819
2756	Zzz3	0.46079678648457584	1.6088954
25132	Dusp22	0.46081860605034664	-1.6088
2757	Neat1	0.46101922572290804	1.6085136
25131	Txndc11	0.461309355211864	-1.6081318
2758	Thbs3	0.4623826718613887	1.6068429
25130	Ppp1r35	0.4623826718613887	-1.6068906
25129	Impdh2-ps	0.46260566449560764	-1.606461
2759	Fam102b	0.46260566449560764	1.6065087
2760	Fgd5	0.4626723688725011	1.6063178
25128	Sptlc1	0.4630529610065449	-1.6058404
2761	Ppp1r10	0.46329916293626056	1.6055063
25127	Lacc1	0.4637250348304313	-1.6049812
25126	Timm8a1	0.46374695366888524	-1.6048858
2762	Erlec1	0.46403834709955316	1.6045039
2763	Plppr1	0.46527332217673306	1.6030718
2764	Terf2ip	0.46527332217673306	1.6029763
25125	Polg2	0.46527332217673306	-1.6029763
2765	Filip1	0.46565549576138454	1.602499
25124	Adck5	0.4665789623706764	-1.6014489
25123	Fubp3	0.46782016063561044	-1.6000645
25122	Cpd	0.46793257708080926	-1.5998737
25121	Pdzph1	0.46809023452842907	-1.599635
2766	Tpra1	0.4695610843790695	1.598012
2767	Rnf157	0.46958312131281743	1.5979165
25120	Slc35c2	0.4699225730117549	-1.5974869
2768	Carf	0.471465339562422	1.5957208
25119	Zc3h3	0.471465339562422	-1.5957208
2769	Pou6f2	0.4720333201201575	1.5950525
25118	Helq	0.4725107117475011	-1.5944796
25117	Dyrk2	0.4728061605963017	-1.5940977
2770	Ccdc66	0.4731473365838134	1.5936681
25116	Zmpste24	0.4731694541851048	-1.5935726
2772	Dzank1	0.4735329552585537	1.5930476
2771	Ddit3	0.4735329552585537	1.5930476
2773	Mtmr7	0.473920157323105	1.5925702
2774	Nagk	0.47430759337517625	1.5920929
2775	Tmod3	0.47458034153113327	1.5916632
25115	Tbcc	0.47458034153113327	-1.591711
2776	9330182L06Rik	0.47492245251545756	1.5912336
25114	Igfbp2	0.4749446392653586	-1.5911382
2777	Itpr3	0.47569875817986595	1.590279
